origin,sample,label
浙江省考生报考环境科学的选考科目要求？,浙江省的考生报考《环境科学》需要哪些科目？,1
山东省考生报考环境科学的选考科目要求？,山东省考生报考《环境科学》的科目要求是什么？,1
海南省考生报考环境科学的选考科目要求？,海南省考生报考《环境科学》需要哪些科目？,1
北京市考生报考统计学的选考科目要求？,北京的考生报考统计学的科目要求是什么？,1
天津市考生报考统计学的选考科目要求？,天津市考生报考统计学的科目要求是什么？,1
上海市考生报考统计学的选考科目要求？,上海市考生报考统计学的科目要求是什么？,1
浙江省考生报考统计学的选考科目要求？,浙江省的考生报考统计学的科目要求是什么？,1
山东省考生报考统计学的选考科目要求？,山东省考生报考统计学的科目要求是什么？,1
海南省考生报考统计学的选考科目要求？,海南省考生报考统计学的科目要求是什么？,1
北京市考生报考金融数学的选考科目要求？,北京考生报考金融数学的科目要求是什么？,1
天津市考生报考金融数学的选考科目要求？,天津市考生报考金融数学的科目要求是什么？,1
上海市考生报考金融数学的选考科目要求？,上海考生报考金融数学的科目要求是什么？,1
浙江省考生报考金融数学的选考科目要求？,浙江省考生的科目要求是什么？,0
山东省考生报考金融数学的选考科目要求？,山东省考生报考金融数学的科目要求是什么？,1
海南省考生报考金融数学的选考科目要求？,海南省考生的科目要求是什么？,0
北京市考生报考数学与应用数学的选考科目要求？,北京考生的数学与应用数学的科目要求是什么？,1
天津市考生报考数学与应用数学的选考科目要求？,天津市考生报考数学与应用数学的科目要求是什么？,1
上海市考生报考数学与应用数学的选考科目要求？,上海考生报考数学与应用数学的科目要求是什么？,1
浙江省考生报考数学与应用数学的选考科目要求？,浙江省考生报考数学与应用数学的科目要求是什么？,1
山东省考生报考数学与应用数学的选考科目要求？,山东省考生报考数学与应用数学的科目要求是什么？,1
海南省考生报考数学与应用数学的选考科目要求？,海南省考生报考数学与应用数学的科目要求是什么？,1
北京市考生报考音乐表演的选考科目要求？,北京考生报考音乐表演专业的科目要求是什么？,1
天津市考生报考音乐表演的选考科目要求？,天津市考生报考音乐表演专业的科目要求是什么？,1
上海市考生报考音乐表演的选考科目要求？,上海考生的音乐表演科目要求是什么？,1
浙江省考生报考音乐表演的选考科目要求？,浙江省考生报考音乐表演专业的科目要求是什么？,1
山东省考生报考音乐表演的选考科目要求？,山东省考生报考音乐表演专业的科目要求是什么？,1
海南省考生报考音乐表演的选考科目要求？,海南省考生的音乐表演科目要求是什么？,1
北京市考生报考人工智能的选考科目要求？,北京考生报考人工智能的科目要求是什么？,1
天津市考生报考人工智能的选考科目要求？,天津市考生报考人工智能的科目要求是什么？,1
上海市考生报考人工智能的选考科目要求？,上海考生的科目要求是什么？,0
浙江省考生报考人工智能的选考科目要求？,浙江省考生的科目要求是什么？,0
山东省考生报考人工智能的选考科目要求？,山东省考生的科目要求是什么？,0
海南省考生报考人工智能的选考科目要求？,海南省考生的科目要求是什么？,0
河北省考生报考工商管理类的选考科目要求？,河北省考生的科目要求是什么？,0
辽宁省考生报考工商管理类的选考科目要求？,辽宁省对考生的科目要求是什么？,0
江苏省考生报考工商管理类的选考科目要求？,江苏省对考生的科目要求是什么？,0
福建省考生报考工商管理类的选考科目要求？,福建省对考生的科目要求是什么？,0
湖北省考生报考工商管理类的选考科目要求？,湖北省对考生的科目要求是什么？,0
湖南省考生报考工商管理类的选考科目要求？,湖南省考生的科目要求是什么？,0
广东省考生报考工商管理类的选考科目要求？,广东省对考生的科目要求是什么？,0
重庆省考生报考工商管理类的选考科目要求？,重庆省考生的科目要求是什么？,0
河北省考生报考新闻传播类的选考科目要求？,河北省考生报考新闻与传播专业的科目要求是什么？,1
辽宁省考生报考新闻传播类的选考科目要求？,辽宁省考生报考新闻传播学的科目要求是什么？,1
江苏省考生报考新闻传播类的选考科目要求？,江苏省考生的科目要求是什么？,0
福建省考生报考新闻传播类的选考科目要求？,福建省考生的科目要求是什么？,0
湖北省考生报考新闻传播类的选考科目要求？,湖北省考生的科目要求是什么？,0
湖南省考生报考新闻传播类的选考科目要求？,湖南省对考生的科目要求是什么？,0
广东省考生报考新闻传播类的选考科目要求？,广东省对考生的科目要求是什么？,0
重庆省考生报考新闻传播类的选考科目要求？,重庆省对考生的科目要求是什么？,0
河北省考生报考外国语言文学的选考科目要求？,河北省考生报考外国语言文学专业的科目要求是什么？,1
辽宁省考生报考外国语言文学的选考科目要求？,辽宁省考生的科目要求是什么？,0
江苏省考生报考外国语言文学的选考科目要求？,江苏省考生的科目要求是什么？,0
福建省考生报考外国语言文学的选考科目要求？,福建省对考生的科目要求是什么？,0
湖北省考生报考外国语言文学的选考科目要求？,湖北省对考生的科目要求是什么？,0
湖南省考生报考外国语言文学的选考科目要求？,湖南省对考生的科目要求是什么？,0
广东省考生报考外国语言文学的选考科目要求？,广东省对考生的科目要求是什么？,0
重庆省考生报考外国语言文学的选考科目要求？,重庆省对考生的科目要求是什么？,0
河北省考生报考计算机类的选考科目要求？,河北省对计算机专业的科目要求是什么？,1
辽宁省考生报考计算机类的选考科目要求？,辽宁省考生报考计算机专业的科目要求是什么？,1
江苏省考生报考计算机类的选考科目要求？,江苏省考生报考计算机专业的科目要求是什么？,1
福建省考生报考计算机类的选考科目要求？,福建省考生报考计算机专业的科目要求是什么？,1
湖北省考生报考计算机类的选考科目要求？,湖北省报考计算机专业的考生有哪些科目要求？,1
湖南省考生报考计算机类的选考科目要求？,湖南省计算机专业的科目要求是什么？,1
广东省考生报考计算机类的选考科目要求？,广东省的考生报考计算机专业的科目要求是什么？,1
重庆省考生报考计算机类的选考科目要求？,重庆省考生报考计算机专业的科目要求是什么？,1
河北省考生报考会计学的选考科目要求？,河北省对考生的科目要求是什么？,0
辽宁省考生报考会计学的选考科目要求？,辽宁省考生的科目要求是什么？,0
江苏省考生报考会计学的选考科目要求？,江苏省考生报考会计学的科目要求是什么？,1
福建省考生报考会计学的选考科目要求？,福建省考生的报考科目要求是什么？,0
